paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,required_next_action,numeric_extrapolation_performed,claim_entitlement_change_permitted
PP-c52f113013af6c295fc1f0c5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-82a0f2000e4178ddd85427ea,PD-3c6d1c6b5336ed8844101246,,,,,,,,,0.329,0.0,0.0,0.329,0.019000000000000017,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c3480e506472169278cc2e73,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-40a4b90759d726a172f5c782,PD-b91ea2c5260a08537e068a9a,,,,,,,,,0.33,0.0,0.0,0.33,0.01200000000000001,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-eefa3edfc464678844e55894,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-8dc75625c7f614d4fece7239,PD-8a463e2a417ba606252d205f,,,,,,,,,0.326,0.0,0.0,0.326,0.01200000000000001,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-1ac6b93bb9c8163a6959d47f,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-640624152c1811ab1dcca712,PD-7af66ef899237a5426d568bb,,,,,,,,,0.097,0.0,0.0,0.097,0.010999999999999996,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-60714acd759829a7d69c706b,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9d925ea56ab6d49f3b4cea68,PD-1755300bad94346e69d732c2,,,,,,,,,0.356,0.0,0.0,0.356,0.027000000000000024,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2f464afe011fe7640a379273,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-303a031b43eac6c72405df21,PD-ea68ad3514baf87fa53bfc98,,,,,,,,,0.338,0.0,0.0,0.338,0.013999999999999957,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-dc99ed6f7153ceccaaa40276,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-36792028f420e969e8e27720,PD-0da96985a750f3fe23a423a4,,,,,,,,,0.319,0.0,0.0,0.319,0.00899999999999998,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d88ff6495ec489df8fc38c1e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9df518ec6aa81bc410550a57,PD-65f0349baf8e371c0a37e98c,,,,,,,,,0.093,0.0,0.0,0.093,0.005999999999999998,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-55bf56e7d7c78d389377ad18,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4b4bd00a1079a031f86985fa,PD-52b79d37baaf20d57a580033,,,,,,,,,0.304,0.0,0.0,0.304,0.05300000000000002,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d1566f35c5056a43720074dc,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4cc50b5f5e5ee88f17a2ce10,PD-2df703e38f51630ef6eb0e70,,,,,,,,,0.352,0.0,0.0,0.352,0.034,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-e387a02938eef607e7beab8c,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f00984fefc011e5a8144f987,PD-d4f5cc4beb5701ca22b70865,,,,,,,,,0.333,0.0,0.0,0.333,0.03,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-6f698833c96c5d2620fc18e7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a898befba3b183d5832fade0,PD-e1f186c12c2bef84b303ac6b,,,,,,,,,0.073,0.0,0.0,0.073,0.013999999999999999,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-9b556aabfcf0bcf59e00d2d1,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-81944e727e1eed8532e015ee,PD-218cb204ec27b61a7ca8acfb,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-20f8fee38c0ba44d642759f6,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-fc27eb8c8f3d47d0ecca06e0,PD-303a3b0b24ab8375ee96d59b,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-f775245baccf8c20c7733cef,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9ca1b3b55b504bf0eb937861,PD-681a3983f27777cc78492b92,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2439600a56be4050754620db,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-155f26aa75460aeac47842f4,PD-7d8237ba0c5365f2f765d0a5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-07f1d5c41bcd89690765e8ab,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-00b92a9ff198a724b0aec74c,PD-2990ea01c1744b74fb3c61e2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-a8ca00a7549045373ae80dcf,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7d2a2cfe5acf50baa954d17d,PD-823959824d455114202c009a,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-3851f63e8caba376be5115ba,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0a282d05d3ab87c993f80c45,PD-67a23de20eff0469d392ac08,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-217edcaea48d9e996e78aa5d,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-fa2f52286c268364ddd7e571,PD-c65f1279bc081acd71010f1e,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-9e7d819057a1344206ef7e90,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a53fd9bcd5d56c140299069b,PD-1d56cf324794e5f96a3b6e5d,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-59439feef1cad706491ebb31,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-dd9b3d1bbe8f05d3f88dfab9,PD-a3aa2157313594e19667312d,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-47042889f957163609643c4d,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0e8478f8d6096d7967c04c79,PD-dfc44ebd185bfdc7ad497f54,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-927dc6659fa1d30ae643eea9,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d6dcd3c8c2b1c04ae09b9a1b,PD-c719dc6b72890e8f68e1f21b,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c02c946b601bd54960556c19,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7c42fff773b39b9fd2a6c390,PD-f363d7ffeb8991da2e4363e2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2fe167b3c970863c3da65cf1,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-11c872bb29b4ab60f19312bb,PD-5cde35b1dcd4f3413714108d,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-9e21512711ebf734749dc104,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-06b636c22f6423ac40f9c184,PD-3988353ff74c24fa60829625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d5b1c62160e911ffaa09b1ec,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ffbbdcb820a744bf7dc01117,PD-5502721505fedb06985719a4,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
